home_club_name,away_club_name,game_id,date,season,home_club_id,away_club_id,home_club_position,away_club_position,results,Difference value home et away,Ratio value home par away,home_team_value,away_team_value,LOG Ratio value home par away,difference classement,winrate_home 1 ans,winrate_away 1 ans,difference winrate home-away 1 ans,winrate_home 2 ans,winrate_away 2 ans,difference winrate home-away 2 ans,winrate_home 3 ans,winrate_away 3 ans,difference winrate home-away 3 ans,evolution difference winrate home-away entre 3 et 1 ans,winrate_confrontation_home 1 ans,winrate_confrontation_home 2 ans,winrate_confrontation_home 3 ans,pos_moy_home_1_ans,pos_moy_away_1_ans,difference classement moyen home-away 1 ans,pos_moy_home_2_ans,pos_moy_away_2_ans,difference classement moyen home-away 2 ans,pos_moy_home_3_ans,pos_moy_away_3_ans,difference classement moyen home-away 3 ans,evolution classement home 3 et 1 ans,evolution classement away 3 et 1 ans,evolution difference classement entre équipes entre 3 et 1 ans,nouveau club home 1 ans,nouveau club away 1 ans,nouveau club home 3 ans,nouveau club away 3 ans,diffbut_moy_home_1_ans,diffbut_moy_away_1_ans,difference de buts moyenne home-away 1 ans,diffbut_moy_home_2_ans,diffbut_moy_away_2_ans,difference de buts moyenne home-away 2 ans,diffbut_moy_home_3_ans,diffbut_moy_away_3_ans,difference de buts moyenne home-away 3 ans,evolution difference de buts home 3 et 1 ans,evolution difference de buts away 3 et 1 ans,evolution difference de buts entre équipes entre 3 et 1 ans,diffbut_moy_confrontation_1_ans,diffbut_moy_confrontation_2_ans,diffbut_moy_confrontation_3_ans
Olympique Gymnaste Club Nice Côte d'Azur,Paris Saint-Germain Football Club,3589434,2022-03-05,2021,417,583,2.0,1.0,1.0,-240000000.0,0.270516717325228,89000000.0,329000000.0,-1.307421381033232,1.0,0.4868421052631579,0.7368421052631579,-0.24999999999999994,0.5075757575757576,0.7846153846153846,-0.27703962703962703,0.5192307692307693,0.7961165048543689,-0.27688573562359964,0.026885735623599694,0.0,0.0,0.1,10.131578947368421,3.0526315789473686,7.078947368421053,9.772727272727273,2.353846153846154,7.418881118881119,9.64423076923077,1.8640776699029127,7.780153099327857,0.4873481781376512,1.188553909044456,-0.7012057309068043,0,0,0,0,-0.07894736842105263,1.5263157894736843,-1.605263157894737,0.0,1.676923076923077,-1.676923076923077,-0.04807692307692308,1.7378640776699028,-1.785941000746826,-0.030870445344129548,-0.21154828819621851,0.180677842852089,-2.0,-2.3333333333333335,-2.0
Stade de Reims,Racing Club de Strasbourg Alsace,3589435,2022-03-06,2021,1421,667,13.0,5.0,0.0,-6200000.0,0.7876712328767124,23000000.0,29200000.0,-0.23867449334508634,8.0,0.4342105263157895,0.40789473684210525,0.026315789473684237,0.48484848484848486,0.4461538461538462,0.03869463869463868,0.5096153846153846,0.46601941747572817,0.04359596713965641,-0.017280177665972174,1.0,0.625,0.5833333333333334,14.657894736842104,16.18421052631579,-1.5263157894736867,11.636363636363637,14.953846153846154,-3.3174825174825173,10.711538461538462,12.864077669902912,-2.15253920836445,3.9463562753036427,3.3201328564128794,0.6262234188907634,0,0,0,0,-0.21052631578947367,-0.23684210526315788,0.02631578947368421,-0.045454545454545456,-0.13846153846153847,0.09300699300699301,-0.057692307692307696,0.009708737864077669,-0.06740104555638536,-0.15283400809716596,-0.24655084312723555,0.09371683503006957,1.0,-0.25,-0.6666666666666666
Stade Rennais Football Club,Angers SCO,3589436,2022-03-06,2021,273,1420,4.0,14.0,1.0,49400000.0,2.9296875,75000000.0,25600000.0,1.0748957620507937,-10.0,0.5526315789473685,0.42105263157894735,0.13157894736842113,0.5833333333333334,0.45454545454545453,0.12878787878787884,0.5576923076923077,0.46153846153846156,0.09615384615384615,0.03542510121457498,0.5,0.6666666666666666,0.7,5.894736842105263,10.026315789473685,-4.131578947368422,5.318181818181818,8.954545454545455,-3.6363636363636367,7.490384615384615,10.442307692307692,-2.9519230769230766,-1.5956477732793521,-0.41599190283400667,-1.1796558704453455,0,0,0,0,0.3157894736842105,-0.47368421052631576,0.7894736842105263,0.3939393939393939,-0.3484848484848485,0.7424242424242424,0.27884615384615385,-0.2692307692307692,0.5480769230769231,0.036943319838056654,-0.20445344129554655,0.2413967611336032,1.0,1.0,0.8
AS Saint-Étienne,Football Club de Metz,3589437,2022-03-06,2021,618,347,17.0,19.0,1.0,13500000.0,1.6081081081081081,35700000.0,22200000.0,0.47505839990735965,-2.0,0.4473684210526316,0.4605263157894737,-0.01315789473684209,0.42424242424242425,0.4621212121212121,-0.037878787878787845,0.4951923076923077,0.4621212121212121,0.03307109557109561,-0.0462289903079377,0.5,0.25,0.25,12.447368421052632,10.710526315789474,1.7368421052631575,12.56060606060606,12.93939393939394,-0.3787878787878789,9.932692307692308,12.93939393939394,-3.006701631701631,2.5146761133603235,-2.228867623604465,4.743543736964789,0,0,0,0,-0.3157894736842105,-0.10526315789473684,-0.21052631578947367,-0.42424242424242425,-0.18181818181818182,-0.24242424242424243,-0.09615384615384616,-0.18181818181818182,0.08566433566433566,-0.21963562753036436,0.07655502392344499,-0.29619065145380935,-0.5,-1.0,-1.0
Angers SCO,Stade de Reims,3589439,2022-03-13,2021,1420,1421,14.0,12.0,-1.0,11500000.0,1.4107142857142858,39500000.0,28000000.0,0.34409616173187235,2.0,0.42105263157894735,0.4342105263157895,-0.013157894736842146,0.45454545454545453,0.48484848484848486,-0.03030303030303033,0.46153846153846156,0.5096153846153846,-0.04807692307692302,0.03491902834008087,0.75,0.5,0.5,10.026315789473685,14.657894736842104,-4.6315789473684195,8.954545454545455,11.636363636363637,-2.6818181818181817,10.442307692307692,10.711538461538462,-0.26923076923077005,-0.41599190283400667,3.9463562753036427,-4.362348178137649,0,0,0,0,-0.47368421052631576,-0.21052631578947367,-0.2631578947368421,-0.3484848484848485,-0.045454545454545456,-0.30303030303030304,-0.2692307692307692,-0.057692307692307696,-0.2115384615384615,-0.20445344129554655,-0.15283400809716596,-0.05161943319838058,0.5,-0.5,-0.3333333333333333
Stade brestois 29,Olympique de Marseille,3589440,2022-03-13,2021,3911,244,13.0,2.0,-1.0,-33800000.0,0.4070175438596491,23200000.0,57000000.0,-0.8988989891622859,11.0,0.39473684210526316,0.5789473684210527,-0.1842105263157895,0.42424242424242425,0.6363636363636364,-0.2121212121212121,0.42424242424242425,0.6105769230769231,-0.18633449883449887,0.0021239725187093828,0.0,0.0,0.0,13.342105263157896,5.7894736842105265,7.552631578947369,13.045454545454545,5.333333333333333,7.712121212121212,13.045454545454545,5.298076923076923,7.747377622377622,0.2966507177033506,0.4913967611336032,-0.1947460434302526,0,0,0,0,-0.42105263157894735,0.18421052631578946,-0.6052631578947368,-0.2878787878787879,0.2878787878787879,-0.5757575757575758,-0.2878787878787879,0.25961538461538464,-0.5474941724941725,-0.13317384370015944,-0.07540485829959517,-0.0577689854005643,-1.5,-1.3333333333333333,-1.3333333333333333
Clermont Foot 63,Football Club Lorient-Bretagne Sud,3589441,2022-03-13,2021,3524,1158,16.0,17.0,-1.0,-7700000.0,0.6778242677824268,16200000.0,23900000.0,-0.3888672166991266,-1.0,0.35,0.40789473684210525,-0.05789473684210528,0.35,0.40789473684210525,-0.05789473684210528,0.35,0.40789473684210525,-0.05789473684210528,0.0,0.5,0.5,0.5,20.0,16.81578947368421,3.184210526315791,20.0,16.81578947368421,3.184210526315791,20.0,16.81578947368421,3.184210526315791,0.0,0.0,0.0,1,0,1,0,0.0,-0.47368421052631576,0.47368421052631576,0.0,-0.47368421052631576,0.47368421052631576,0.0,-0.47368421052631576,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,0.0
Lille Olympique Sporting Club Lille Métropole,AS Saint-Étienne,3589442,2022-03-11,2021,1082,618,6.0,18.0,0.0,21800000.0,1.4770240700218817,67500000.0,45700000.0,0.3900292999783251,-12.0,0.7763157894736842,0.4473684210526316,0.3289473684210526,0.7045454545454546,0.42424242424242425,0.28030303030303033,0.7019230769230769,0.4951923076923077,0.20673076923076916,0.12221659919028344,0.5,0.6666666666666666,0.8,2.0789473684210527,12.447368421052632,-10.368421052631579,3.4696969696969697,12.56060606060606,-9.09090909090909,3.076923076923077,9.932692307692308,-6.855769230769232,-0.9979757085020244,2.5146761133603235,-3.512651821862347,0,0,0,0,1.0789473684210527,-0.3157894736842105,1.3947368421052633,0.7424242424242424,-0.42424242424242425,1.1666666666666667,0.8076923076923077,-0.09615384615384616,0.9038461538461539,0.27125506072874495,-0.21963562753036436,0.4908906882591094,0.0,1.0,1.2
Olympique Lyonnais,Stade Rennais Football Club,3589443,2022-03-13,2021,1041,273,10.0,4.0,-1.0,-13000000.0,0.8488372093023255,73000000.0,86000000.0,-0.16388785510511666,6.0,0.7105263157894737,0.5526315789473685,0.1578947368421052,0.6287878787878788,0.5833333333333334,0.045454545454545414,0.6442307692307693,0.5576923076923077,0.08653846153846156,0.07135627530364363,0.75,0.5,0.5,4.868421052631579,5.894736842105263,-1.026315789473684,6.363636363636363,5.318181818181818,1.045454545454545,5.451923076923077,7.490384615384615,-2.0384615384615383,-0.5835020242914979,-1.5956477732793521,1.0121457489878543,0,0,0,0,1.0,0.3157894736842105,0.6842105263157895,0.803030303030303,0.3939393939393939,0.40909090909090906,0.7307692307692307,0.27884615384615385,0.45192307692307687,0.2692307692307693,0.036943319838056654,0.23228744939271262,0.5,0.0,-0.2
Football Club de Metz,Racing Club de Lens,3589444,2022-03-13,2021,347,826,19.0,9.0,0.0,-52600000.0,0.2891891891891892,21400000.0,74000000.0,-1.240674171176364,10.0,0.4605263157894737,0.5526315789473685,-0.0921052631578948,0.4621212121212121,0.5526315789473685,-0.09051036682615637,0.4621212121212121,0.5526315789473685,-0.09051036682615637,-0.0015948963317384268,0.75,0.75,0.75,10.710526315789474,6.342105263157895,4.36842105263158,12.93939393939394,6.342105263157895,6.597288676236045,12.93939393939394,6.342105263157895,6.597288676236045,-2.228867623604465,0.0,-2.228867623604465,0,0,0,0,-0.10526315789473684,0.02631578947368421,-0.13157894736842105,-0.18181818181818182,0.02631578947368421,-0.20813397129186603,-0.18181818181818182,0.02631578947368421,-0.20813397129186603,0.07655502392344499,0.0,0.07655502392344499,1.0,1.0,1.0
Montpellier Hérault Sport Club,Olympique Gymnaste Club Nice Côte d'Azur,3589445,2022-03-12,2021,969,417,11.0,3.0,0.0,-54200000.0,0.47378640776699027,48800000.0,103000000.0,-0.7469986753705343,8.0,0.5263157894736842,0.4868421052631579,0.03947368421052627,0.5227272727272727,0.5075757575757576,0.015151515151515138,0.5432692307692307,0.5192307692307693,0.024038461538461453,0.015435222672064819,0.5,0.6666666666666666,0.6,7.868421052631579,10.131578947368421,-2.2631578947368425,8.287878787878787,9.772727272727273,-1.4848484848484862,7.278846153846154,9.64423076923077,-2.365384615384616,0.5895748987854246,0.4873481781376512,0.10222672064777338,0,0,0,0,-0.05263157894736842,-0.07894736842105263,0.02631578947368421,-0.015151515151515152,0.0,-0.015151515151515152,0.09615384615384616,-0.04807692307692308,0.14423076923076925,-0.14878542510121456,-0.030870445344129548,-0.11791497975708504,0.0,0.3333333333333333,0.2
Paris Saint-Germain Football Club,FC Girondins Bordeaux,3589446,2022-03-13,2021,583,40,1.0,20.0,1.0,544500000.0,38.55172413793103,559000000.0,14500000.0,3.6520008237285704,-19.0,0.7368421052631579,0.42105263157894735,0.3157894736842105,0.7846153846153846,0.45454545454545453,0.3300699300699301,0.7961165048543689,0.4375,0.3586165048543689,-0.0428270311701584,0.75,0.875,0.8333333333333334,3.0526315789473686,11.736842105263158,-8.68421052631579,2.353846153846154,10.575757575757576,-8.221911421911422,1.8640776699029127,11.336538461538462,-9.472460791635548,1.188553909044456,0.40030364372469585,0.7882502653197587,0,0,0,0,1.5263157894736843,-0.3684210526315789,1.8947368421052633,1.676923076923077,-0.12121212121212122,1.7981351981351983,1.7378640776699028,-0.15384615384615385,1.8917102315160568,-0.21154828819621851,-0.21457489878542507,0.003026610589206502,0.5,0.75,0.6666666666666666
Racing Club de Strasbourg Alsace,Association sportive de Monaco Football Club,3589447,2022-03-13,2021,667,162,5.0,8.0,1.0,-31000000.0,0.39215686274509803,20000000.0,51000000.0,-0.9360933591703348,-3.0,0.40789473684210525,0.7105263157894737,-0.3026315789473684,0.4461538461538462,0.6287878787878788,-0.1826340326340326,0.46601941747572817,0.5336538461538461,-0.06763442867811797,-0.23499715026925044,0.5,0.625,0.75,16.18421052631579,5.184210526315789,11.000000000000002,14.953846153846154,8.43939393939394,6.514452214452215,12.864077669902912,11.39423076923077,1.4698469006721417,3.3201328564128794,-6.210020242914981,9.53015309932786,0,0,0,0,-0.23684210526315788,0.8947368421052632,-1.131578947368421,-0.13846153846153847,0.5151515151515151,-0.6536130536130536,0.009708737864077669,0.14423076923076922,-0.13452203136669155,-0.24655084312723555,0.7505060728744939,-0.9970569160017295,0.0,0.5,1.1666666666666667
ESTAC Troyes,Football Club de Nantes,3589448,2022-03-12,2021,1095,995,15.0,7.0,1.0,-45400000.0,0.2759170653907496,17300000.0,62700000.0,-1.2876549461351416,8.0,0.35,0.40789473684210525,-0.05789473684210528,0.35,0.4318181818181818,-0.08181818181818185,0.35,0.4423076923076923,-0.09230769230769231,0.034412955465587036,0.5,0.5,0.5,20.0,16.13157894736842,3.8684210526315788,20.0,12.545454545454545,7.454545454545455,20.0,13.067307692307692,6.932692307692308,0.0,3.0642712550607296,-3.0642712550607296,1,0,1,0,0.0,-0.21052631578947367,0.21052631578947367,0.0,-0.16666666666666666,0.16666666666666666,0.0,-0.10576923076923077,0.10576923076923077,0.0,-0.1047570850202429,0.1047570850202429,0.0,0.0,0.0
Angers SCO,Stade brestois 29,3589456,2022-03-20,2021,1420,3911,14.0,13.0,1.0,-15600000.0,0.46938775510204084,13800000.0,29400000.0,-0.7563260821814769,1.0,0.42105263157894735,0.39473684210526316,0.02631578947368418,0.45454545454545453,0.42424242424242425,0.030303030303030276,0.46153846153846156,0.42424242424242425,0.03729603729603731,-0.010980247822353129,0.75,0.625,0.625,10.026315789473685,13.342105263157896,-3.3157894736842106,8.954545454545455,13.045454545454545,-4.09090909090909,10.442307692307692,13.045454545454545,-2.6031468531468533,-0.41599190283400667,0.2966507177033506,-0.7126426205373573,0,0,0,0,-0.47368421052631576,-0.42105263157894735,-0.05263157894736842,-0.3484848484848485,-0.2878787878787879,-0.06060606060606061,-0.2692307692307692,-0.2878787878787879,0.018648018648018683,-0.20445344129554655,-0.13317384370015944,-0.0712795975953871,0.5,0.25,0.25
FC Girondins Bordeaux,Montpellier Hérault Sport Club,3589457,2022-03-20,2021,40,969,20.0,11.0,-1.0,-37100000.0,0.23975409836065573,11700000.0,48800000.0,-1.428141471055391,9.0,0.42105263157894735,0.5263157894736842,-0.10526315789473684,0.45454545454545453,0.5227272727272727,-0.06818181818181818,0.4375,0.5432692307692307,-0.10576923076923073,0.0005060728744938903,0.0,0.16666666666666666,0.1,11.736842105263158,7.868421052631579,3.8684210526315788,10.575757575757576,8.287878787878787,2.287878787878789,11.336538461538462,7.278846153846154,4.0576923076923075,0.40030364372469585,0.5895748987854246,-0.18927125506072873,0,0,0,0,-0.3684210526315789,-0.05263157894736842,-0.3157894736842105,-0.12121212121212122,-0.015151515151515152,-0.10606060606060606,-0.15384615384615385,0.09615384615384616,-0.25,-0.21457489878542507,-0.14878542510121456,-0.06578947368421051,-2.0,-1.3333333333333333,-1.4
Racing Club de Lens,Clermont Foot 63,3589458,2022-03-19,2021,826,3524,8.0,17.0,1.0,37100000.0,2.5523012552301254,61000000.0,23900000.0,0.9369954052358462,-9.0,0.5526315789473685,0.35,0.2026315789473685,0.5526315789473685,0.35,0.2026315789473685,0.5526315789473685,0.35,0.2026315789473685,0.0,0.5,0.5,0.5,6.342105263157895,20.0,-13.657894736842106,6.342105263157895,20.0,-13.657894736842106,6.342105263157895,20.0,-13.657894736842106,0.0,0.0,0.0,0,1,0,1,0.02631578947368421,0.0,0.02631578947368421,0.02631578947368421,0.0,0.02631578947368421,0.02631578947368421,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0
Football Club Lorient-Bretagne Sud,Racing Club de Strasbourg Alsace,3589459,2022-03-20,2021,1158,667,16.0,5.0,0.0,-600000.0,0.97,19400000.0,20000000.0,-0.030459207484708574,11.0,0.40789473684210525,0.40789473684210525,0.0,0.40789473684210525,0.4461538461538462,-0.038259109311740924,0.40789473684210525,0.46601941747572817,-0.058124680633622916,0.058124680633622916,0.75,0.75,0.75,16.81578947368421,16.18421052631579,0.6315789473684177,16.81578947368421,14.953846153846154,1.8619433198380548,16.81578947368421,12.864077669902912,3.951711803781297,0.0,3.3201328564128794,-3.3201328564128794,0,0,0,0,-0.47368421052631576,-0.23684210526315788,-0.23684210526315788,-0.47368421052631576,-0.13846153846153847,-0.3352226720647773,-0.47368421052631576,0.009708737864077669,-0.48339294839039343,0.0,-0.24655084312723555,0.24655084312723555,1.0,1.0,1.0
Olympique de Marseille,Olympique Gymnaste Club Nice Côte d'Azur,3589460,2022-03-20,2021,244,417,2.0,4.0,1.0,-38000000.0,0.6448598130841121,69000000.0,107000000.0,-0.4387223298646469,-2.0,0.5789473684210527,0.4868421052631579,0.09210526315789475,0.6363636363636364,0.5075757575757576,0.12878787878787878,0.6105769230769231,0.5192307692307693,0.09134615384615385,0.0007591093117408909,0.5,0.6666666666666666,0.8,5.7894736842105265,10.131578947368421,-4.342105263157895,5.333333333333333,9.772727272727273,-4.43939393939394,5.298076923076923,9.64423076923077,-4.346153846153847,0.4913967611336032,0.4873481781376512,0.00404858299595201,0,0,0,0,0.18421052631578946,-0.07894736842105263,0.2631578947368421,0.2878787878787879,0.0,0.2878787878787879,0.25961538461538464,-0.04807692307692308,0.3076923076923077,-0.07540485829959517,-0.030870445344129548,-0.04453441295546562,-1.0,-0.3333333333333333,0.2
Association sportive de Monaco Football Club,Paris Saint-Germain Football Club,3589461,2022-03-20,2021,162,583,7.0,1.0,1.0,-504000000.0,0.1724137931034483,105000000.0,609000000.0,-1.7578579175523736,6.0,0.7105263157894737,0.7368421052631579,-0.02631578947368418,0.6287878787878788,0.7846153846153846,-0.15582750582750582,0.5336538461538461,0.7961165048543689,-0.26246265870052277,0.23614686922683858,1.0,0.625,0.4166666666666667,5.184210526315789,3.0526315789473686,2.131578947368421,8.43939393939394,2.353846153846154,6.085547785547785,11.39423076923077,1.8640776699029127,9.530153099327858,-6.210020242914981,1.188553909044456,-7.398574151959437,0,0,0,0,0.8947368421052632,1.5263157894736843,-0.6315789473684211,0.5151515151515151,1.676923076923077,-1.1617715617715618,0.14423076923076922,1.7378640776699028,-1.5936333084391336,0.7505060728744939,-0.21154828819621851,0.9620543610707125,1.5,0.0,-1.0
Football Club de Nantes,Lille Olympique Sporting Club Lille Métropole,3589462,2022-03-19,2021,995,1082,9.0,6.0,-1.0,-22500000.0,0.7398843930635838,64000000.0,86500000.0,-0.30126133057816185,3.0,0.40789473684210525,0.7763157894736842,-0.3684210526315789,0.4318181818181818,0.7045454545454546,-0.27272727272727276,0.4423076923076923,0.7019230769230769,-0.2596153846153846,-0.10880566801619435,0.0,0.0,0.0,16.13157894736842,2.0789473684210527,14.052631578947368,12.545454545454545,3.4696969696969697,9.075757575757574,13.067307692307692,3.076923076923077,9.990384615384615,3.0642712550607296,-0.9979757085020244,4.062246963562753,0,0,0,0,-0.21052631578947367,1.0789473684210527,-1.2894736842105263,-0.16666666666666666,0.7424242424242424,-0.9090909090909091,-0.10576923076923077,0.8076923076923077,-0.9134615384615384,-0.1047570850202429,0.27125506072874495,-0.3760121457489879,-2.0,-1.5,-1.3333333333333333
Stade de Reims,Olympique Lyonnais,3589463,2022-03-20,2021,1421,1041,12.0,10.0,0.0,-51000000.0,0.3780487804878049,31000000.0,82000000.0,-0.9727320427791069,2.0,0.4342105263157895,0.7105263157894737,-0.2763157894736842,0.48484848484848486,0.6287878787878788,-0.14393939393939392,0.5096153846153846,0.6442307692307693,-0.1346153846153847,-0.1417004048582995,0.25,0.3333333333333333,0.5,14.657894736842104,4.868421052631579,9.789473684210526,11.636363636363637,6.363636363636363,5.272727272727273,10.711538461538462,5.451923076923077,5.259615384615385,3.9463562753036427,-0.5835020242914979,4.529858299595141,0,0,0,0,-0.21052631578947367,1.0,-1.2105263157894737,-0.045454545454545456,0.803030303030303,-0.8484848484848484,-0.057692307692307696,0.7307692307692307,-0.7884615384615384,-0.15283400809716596,0.2692307692307693,-0.42206477732793524,-1.5,-1.0,-0.4
Stade Rennais Football Club,Football Club de Metz,3589464,2022-03-20,2021,273,347,3.0,19.0,1.0,21500000.0,1.7543859649122806,50000000.0,28500000.0,0.5621189181535412,-16.0,0.5526315789473685,0.4605263157894737,0.0921052631578948,0.5833333333333334,0.4621212121212121,0.12121212121212127,0.5576923076923077,0.4621212121212121,0.09557109557109561,-0.003465832413200809,1.0,1.0,1.0,5.894736842105263,10.710526315789474,-4.8157894736842115,5.318181818181818,12.93939393939394,-7.621212121212121,7.490384615384615,12.93939393939394,-5.4490093240093245,-1.5956477732793521,-2.228867623604465,0.633219850325113,0,0,0,0,0.3157894736842105,-0.10526315789473684,0.42105263157894735,0.3939393939393939,-0.18181818181818182,0.5757575757575757,0.27884615384615385,-0.18181818181818182,0.4606643356643357,0.036943319838056654,0.07655502392344499,-0.03961170408538833,1.5,1.3333333333333333,1.3333333333333333
AS Saint-Étienne,ESTAC Troyes,3589465,2022-03-18,2021,618,1095,18.0,15.0,0.0,27700000.0,2.497297297297297,46200000.0,18500000.0,0.915209066003414,3.0,0.4473684210526316,0.35,0.0973684210526316,0.42424242424242425,0.35,0.07424242424242428,0.4951923076923077,0.35,0.14519230769230773,-0.04782388663967613,0.5,0.5,0.5,12.447368421052632,20.0,-7.552631578947368,12.56060606060606,20.0,-7.4393939393939394,9.932692307692308,20.0,-10.067307692307692,2.5146761133603235,0.0,2.5146761133603235,0,1,0,1,-0.3157894736842105,0.0,-0.3157894736842105,-0.42424242424242425,0.0,-0.42424242424242425,-0.09615384615384616,0.0,-0.09615384615384616,-0.21963562753036436,0.0,-0.21963562753036436,0.0,0.0,0.0
Clermont Foot 63,Football Club de Nantes,3589471,2022-04-03,2021,3524,995,17.0,8.0,-1.0,-42300000.0,0.4025423728813559,28500000.0,70800000.0,-0.9099549134250693,9.0,0.35,0.40789473684210525,-0.05789473684210528,0.35,0.4318181818181818,-0.08181818181818185,0.35,0.4423076923076923,-0.09230769230769231,0.034412955465587036,0.5,0.5,0.5,20.0,16.13157894736842,3.8684210526315788,20.0,12.545454545454545,7.454545454545455,20.0,13.067307692307692,6.932692307692308,0.0,3.0642712550607296,-3.0642712550607296,1,0,1,0,0.0,-0.21052631578947367,0.21052631578947367,0.0,-0.16666666666666666,0.16666666666666666,0.0,-0.10576923076923077,0.10576923076923077,0.0,-0.1047570850202429,0.1047570850202429,0.0,0.0,0.0
Lille Olympique Sporting Club Lille Métropole,FC Girondins Bordeaux,3589472,2022-04-02,2021,1082,40,7.0,20.0,0.0,18900000.0,2.3404255319148937,33000000.0,14100000.0,0.8503327640823577,-13.0,0.7763157894736842,0.42105263157894735,0.35526315789473684,0.7045454545454546,0.45454545454545453,0.25000000000000006,0.7019230769230769,0.4375,0.26442307692307687,0.09084008097165996,1.0,1.0,0.8,2.0789473684210527,11.736842105263158,-9.657894736842104,3.4696969696969697,10.575757575757576,-7.106060606060606,3.076923076923077,11.336538461538462,-8.259615384615385,-0.9979757085020244,0.40030364372469585,-1.3982793522267194,0,0,0,0,1.0789473684210527,-0.3684210526315789,1.4473684210526316,0.7424242424242424,-0.12121212121212122,0.8636363636363636,0.8076923076923077,-0.15384615384615385,0.9615384615384616,0.27125506072874495,-0.21457489878542507,0.4858299595141701,2.0,2.3333333333333335,1.4
Olympique Lyonnais,Angers SCO,3589473,2022-04-03,2021,1041,1420,9.0,14.0,1.0,15400000.0,1.652542372881356,39000000.0,23600000.0,0.502314934098082,-5.0,0.7105263157894737,0.42105263157894735,0.2894736842105263,0.6287878787878788,0.45454545454545453,0.17424242424242425,0.6442307692307693,0.46153846153846156,0.1826923076923077,0.10678137651821862,1.0,1.0,1.0,4.868421052631579,10.026315789473685,-5.157894736842106,6.363636363636363,8.954545454545455,-2.5909090909090917,5.451923076923077,10.442307692307692,-4.990384615384615,-0.5835020242914979,-0.41599190283400667,-0.16751012145749122,0,0,0,0,1.0,-0.47368421052631576,1.4736842105263157,0.803030303030303,-0.3484848484848485,1.1515151515151514,0.7307692307692307,-0.2692307692307692,1.0,0.2692307692307693,-0.20445344129554655,0.4736842105263157,2.0,3.3333333333333335,2.4
Football Club de Metz,Association sportive de Monaco Football Club,3589474,2022-04-03,2021,347,162,19.0,6.0,-1.0,-84300000.0,0.20471698113207548,21700000.0,106000000.0,-1.5861268335656533,13.0,0.4605263157894737,0.7105263157894737,-0.25,0.4621212121212121,0.6287878787878788,-0.16666666666666669,0.4621212121212121,0.5336538461538461,-0.07153263403263405,-0.17846736596736595,0.0,0.3333333333333333,0.3333333333333333,10.710526315789474,5.184210526315789,5.526315789473685,12.93939393939394,8.43939393939394,4.5,12.93939393939394,11.39423076923077,1.5451631701631694,-2.228867623604465,-6.210020242914981,3.9811526193105156,0,0,0,0,-0.10526315789473684,0.8947368421052632,-1.0,-0.18181818181818182,0.5151515151515151,-0.696969696969697,-0.18181818181818182,0.14423076923076922,-0.32604895104895104,0.07655502392344499,0.7505060728744939,-0.673951048951049,-2.5,-0.6666666666666666,-0.6666666666666666
Montpellier Hérault Sport Club,Stade brestois 29,3589475,2022-04-03,2021,969,3911,11.0,12.0,-1.0,24100000.0,1.785016286644951,54800000.0,30700000.0,0.5794275393608184,-1.0,0.5263157894736842,0.39473684210526316,0.13157894736842102,0.5227272727272727,0.42424242424242425,0.09848484848484845,0.5432692307692307,0.42424242424242425,0.11902680652680647,0.012552140841614545,0.5,0.6666666666666666,0.6666666666666666,7.868421052631579,13.342105263157896,-5.473684210526317,8.287878787878787,13.045454545454545,-4.757575757575758,7.278846153846154,13.045454545454545,-5.766608391608391,0.5895748987854246,0.2966507177033506,0.29292418108207396,0,0,0,0,-0.05263157894736842,-0.42105263157894735,0.3684210526315789,-0.015151515151515152,-0.2878787878787879,0.27272727272727276,0.09615384615384616,-0.2878787878787879,0.38403263403263405,-0.14878542510121456,-0.13317384370015944,-0.015611581401055119,0.0,1.3333333333333333,1.3333333333333333
Olympique Gymnaste Club Nice Côte d'Azur,Stade Rennais Football Club,3589476,2022-04-02,2021,417,273,5.0,3.0,0.0,27500000.0,1.3216374269005848,113000000.0,85500000.0,0.27887144276962605,2.0,0.4868421052631579,0.5526315789473685,-0.06578947368421056,0.5075757575757576,0.5833333333333334,-0.0757575757575758,0.5192307692307693,0.5576923076923077,-0.038461538461538436,-0.02732793522267213,0.5,0.625,0.6666666666666666,10.131578947368421,5.894736842105263,4.236842105263158,9.772727272727273,5.318181818181818,4.454545454545455,9.64423076923077,7.490384615384615,2.153846153846155,0.4873481781376512,-1.5956477732793521,2.0829959514170033,0,0,0,0,-0.07894736842105263,0.3157894736842105,-0.39473684210526316,0.0,0.3939393939393939,-0.3939393939393939,-0.04807692307692308,0.27884615384615385,-0.3269230769230769,-0.030870445344129548,0.036943319838056654,-0.06781376518218624,0.0,0.25,0.3333333333333333
