home_club_name,away_club_name,game_id,date,season,home_club_id,away_club_id,home_club_position,away_club_position,results,Difference value home et away,Ratio value home par away,home_team_value,away_team_value,LOG Ratio value home par away,difference classement,winrate_home 1 ans,winrate_away 1 ans,difference winrate home-away 1 ans,winrate_home 2 ans,winrate_away 2 ans,difference winrate home-away 2 ans,winrate_home 3 ans,winrate_away 3 ans,difference winrate home-away 3 ans,evolution difference winrate home-away entre 3 et 1 ans,winrate_confrontation_home 1 ans,winrate_confrontation_home 2 ans,winrate_confrontation_home 3 ans,pos_moy_home_1_ans,pos_moy_away_1_ans,difference classement moyen home-away 1 ans,pos_moy_home_2_ans,pos_moy_away_2_ans,difference classement moyen home-away 2 ans,pos_moy_home_3_ans,pos_moy_away_3_ans,difference classement moyen home-away 3 ans,evolution classement home 3 et 1 ans,evolution classement away 3 et 1 ans,evolution difference classement entre équipes entre 3 et 1 ans,nouveau club home 1 ans,nouveau club away 1 ans,nouveau club home 3 ans,nouveau club away 3 ans,diffbut_moy_home_1_ans,diffbut_moy_away_1_ans,difference de buts moyenne home-away 1 ans,diffbut_moy_home_2_ans,diffbut_moy_away_2_ans,difference de buts moyenne home-away 2 ans,diffbut_moy_home_3_ans,diffbut_moy_away_3_ans,difference de buts moyenne home-away 3 ans,evolution difference de buts home 3 et 1 ans,evolution difference de buts away 3 et 1 ans,evolution difference de buts entre équipes entre 3 et 1 ans,diffbut_moy_confrontation_1_ans,diffbut_moy_confrontation_2_ans,diffbut_moy_confrontation_3_ans
Football Club de Metz,AS Saint-Étienne,2482393,2015-03-14,2014,347,618,20.0,5.0,-1.0,-36900000.0,0.1707865168539326,7600000.0,44500000.0,-1.767340941879909,15.0,0.35,0.6447368421052632,-0.2947368421052632,0.35,0.631578947368421,-0.28157894736842104,0.35,0.631578947368421,-0.28157894736842104,-0.013157894736842146,0.5,0.5,0.5,20.0,4.7894736842105265,15.210526315789473,20.0,5.631578947368421,14.368421052631579,20.0,5.631578947368421,14.368421052631579,0.0,-0.8421052631578947,0.8421052631578938,1,0,1,0,0.0,0.5789473684210527,-0.5789473684210527,0.0,0.6578947368421053,-0.6578947368421053,0.0,0.6578947368421053,-0.6578947368421053,0.0,-0.07894736842105265,0.07894736842105265,0.0,0.0,0.0
Racing Club de Lens,Toulouse Football Club,2482394,2015-03-14,2014,826,415,19.0,18.0,1.0,-1200000.0,0.9142857142857143,12800000.0,14000000.0,-0.08961215868968717,1.0,0.35,0.4868421052631579,-0.13684210526315793,0.35,0.4934210526315789,-0.14342105263157895,0.35,0.4934210526315789,-0.14342105263157895,0.006578947368421018,0.5,0.5,0.5,20.0,12.078947368421053,7.921052631578947,20.0,10.631578947368421,9.368421052631579,20.0,10.631578947368421,9.368421052631579,0.0,1.4473684210526319,-1.4473684210526319,1,0,1,0,0.0,-0.18421052631578946,0.18421052631578946,0.0,-0.06578947368421052,0.06578947368421052,0.0,-0.06578947368421052,0.06578947368421052,0.0,-0.11842105263157894,0.11842105263157894,0.0,0.0,0.0
Toulouse Football Club,FC Girondins Bordeaux,2482395,2015-03-21,2014,415,40,18.0,6.0,1.0,1750000.0,1.1521739130434783,13250000.0,11500000.0,0.14165051706302684,12.0,0.4868421052631579,0.5263157894736842,-0.03947368421052627,0.4934210526315789,0.5394736842105263,-0.0460526315789474,0.4934210526315789,0.5394736842105263,-0.0460526315789474,0.006578947368421129,0.75,0.5,0.5,12.078947368421053,9.894736842105264,2.1842105263157894,10.631578947368421,8.263157894736842,2.3684210526315788,10.631578947368421,8.263157894736842,2.3684210526315788,1.4473684210526319,1.6315789473684212,-0.18421052631578938,0,0,0,0,-0.18421052631578946,0.15789473684210525,-0.3421052631578947,-0.06578947368421052,0.15789473684210525,-0.22368421052631576,-0.06578947368421052,0.15789473684210525,-0.22368421052631576,-0.11842105263157894,0.0,-0.11842105263157893,0.5,0.0,0.0
SC Bastia,EA Guingamp,2482396,2015-03-21,2014,595,855,13.0,10.0,0.0,-8600000.0,0.16908212560386474,1750000.0,10350000.0,-1.7773707317759553,3.0,0.4605263157894737,0.40789473684210525,0.05263157894736842,0.45394736842105265,0.40789473684210525,0.0460526315789474,0.45394736842105265,0.40789473684210525,0.0460526315789474,0.006578947368421018,0.75,0.75,0.75,8.210526315789474,13.736842105263158,-5.526315789473683,10.355263157894736,13.736842105263158,-3.3815789473684212,10.355263157894736,13.736842105263158,-3.3815789473684212,-2.144736842105262,0.0,-2.144736842105262,0,0,0,0,-0.3684210526315789,-0.21052631578947367,-0.15789473684210525,-0.39473684210526316,-0.21052631578947367,-0.1842105263157895,-0.39473684210526316,-0.21052631578947367,-0.1842105263157895,0.026315789473684237,0.0,0.026315789473684237,0.5,0.5,0.5
AS Saint-Étienne,Lille Olympique Sporting Club Lille Métropole,2482397,2015-03-22,2014,618,1082,5.0,8.0,1.0,28000000.0,2.696969696969697,44500000.0,16500000.0,0.9921288082656595,-3.0,0.6447368421052632,0.6710526315789473,-0.02631578947368418,0.631578947368421,0.6381578947368421,-0.006578947368421129,0.631578947368421,0.6381578947368421,-0.006578947368421129,-0.019736842105263053,0.5,0.375,0.375,4.7894736842105265,3.763157894736842,1.0263157894736845,5.631578947368421,6.0,-0.36842105263157876,5.631578947368421,6.0,-0.36842105263157876,-0.8421052631578947,-2.236842105263158,1.3947368421052633,0,0,0,0,0.5789473684210527,0.5263157894736842,0.052631578947368474,0.6578947368421053,0.5131578947368421,0.14473684210526316,0.6578947368421053,0.5131578947368421,0.14473684210526316,-0.07894736842105265,0.013157894736842035,-0.09210526315789469,0.5,0.0,0.0
Paris Saint-Germain Football Club,Football Club Lorient-Bretagne Sud,2482398,2015-03-20,2014,583,1158,1.0,17.0,1.0,40250000.0,4.1568627450980395,53000000.0,12750000.0,1.4247606419476868,-16.0,0.8157894736842105,0.47368421052631576,0.34210526315789475,0.7894736842105263,0.4934210526315789,0.2960526315789474,0.7894736842105263,0.4934210526315789,0.2960526315789474,0.046052631578947345,1.0,0.875,0.875,1.9736842105263157,12.526315789473685,-10.55263157894737,2.1973684210526314,9.986842105263158,-7.789473684210526,2.1973684210526314,9.986842105263158,-7.789473684210526,-0.2236842105263157,2.5394736842105274,-2.7631578947368443,0,0,0,0,1.605263157894737,-0.13157894736842105,1.736842105263158,1.4078947368421053,-0.07894736842105263,1.486842105263158,1.4078947368421053,-0.07894736842105263,1.486842105263158,0.19736842105263164,-0.05263157894736842,0.25,2.5,1.75,1.75
Racing Club de Lens,Olympique de Marseille,2482399,2015-03-22,2014,826,244,19.0,3.0,-1.0,-43500000.0,0.19444444444444445,10500000.0,54000000.0,-1.6376087894007967,16.0,0.35,0.5789473684210527,-0.22894736842105268,0.35,0.618421052631579,-0.268421052631579,0.35,0.618421052631579,-0.268421052631579,0.03947368421052633,0.5,0.5,0.5,20.0,4.7105263157894735,15.289473684210527,20.0,3.5789473684210527,16.42105263157895,20.0,3.5789473684210527,16.42105263157895,0.0,1.1315789473684208,-1.1315789473684212,1,0,1,0,0.0,0.34210526315789475,-0.34210526315789475,0.0,0.25,-0.25,0.0,0.25,-0.25,0.0,0.09210526315789475,-0.09210526315789475,0.0,0.0,0.0
SM Caen,Football Club de Metz,2482400,2015-03-21,2014,1162,347,14.0,20.0,0.0,300000.0,1.0422535211267605,7400000.0,7100000.0,0.04138521616285428,-6.0,0.35,0.35,0.0,0.35,0.35,0.0,0.35,0.35,0.0,0.0,0.5,0.5,0.5,20.0,20.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stade de Reims,Association sportive de Monaco Football Club,2482401,2015-03-22,2014,1421,162,15.0,4.0,-1.0,-17700000.0,0.37894736842105264,10800000.0,28500000.0,-0.9703579531444309,11.0,0.47368421052631576,0.75,-0.27631578947368424,0.45394736842105265,0.75,-0.29605263157894735,0.45394736842105265,0.75,-0.29605263157894735,0.019736842105263108,0.25,0.25,0.25,8.473684210526315,2.026315789473684,6.447368421052631,11.197368421052632,2.026315789473684,9.171052631578949,11.197368421052632,2.026315789473684,9.171052631578949,-2.723684210526317,0.0,-2.7236842105263177,0,0,0,0,-0.21052631578947367,0.8421052631578947,-1.0526315789473684,-0.2236842105263158,0.8421052631578947,-1.0657894736842104,-0.2236842105263158,0.8421052631578947,-1.0657894736842104,0.013157894736842118,0.0,0.013157894736842035,-0.5,-0.5,-0.5
Thonon Évian Grand Genève FC,Montpellier Hérault Sport Club,2482402,2015-03-21,2014,14171,969,16.0,7.0,1.0,-12800000.0,0.3976470588235294,8450000.0,21250000.0,-0.9221904540013434,9.0,0.4342105263157895,0.4473684210526316,-0.01315789473684209,0.4144736842105263,0.46710526315789475,-0.05263157894736842,0.4144736842105263,0.46710526315789475,-0.05263157894736842,0.03947368421052633,0.5,0.5,0.5,15.631578947368421,14.078947368421053,1.5526315789473681,16.17105263157895,12.394736842105264,3.776315789473685,16.17105263157895,12.394736842105264,3.776315789473685,-0.5394736842105274,1.6842105263157894,-2.223684210526317,0,0,0,0,-0.3157894736842105,-0.21052631578947367,-0.10526315789473684,-0.25,-0.06578947368421052,-0.1842105263157895,-0.25,-0.06578947368421052,-0.1842105263157895,-0.06578947368421051,-0.14473684210526316,0.07894736842105265,0.0,0.0,0.0
Stade Rennais Football Club,Football Club de Nantes,2482403,2015-03-21,2014,273,995,11.0,9.0,0.0,-6000000.0,0.6666666666666666,12000000.0,18000000.0,-0.40546510810816444,2.0,0.4605263157894737,0.4605263157894737,0.0,0.4473684210526316,0.4605263157894737,-0.01315789473684209,0.4473684210526316,0.4605263157894737,-0.01315789473684209,0.01315789473684209,0.5,0.5,0.5,11.657894736842104,11.81578947368421,-0.1578947368421062,10.75,11.81578947368421,-1.0657894736842106,10.75,11.81578947368421,-1.0657894736842106,0.9078947368421044,0.0,0.9078947368421044,0,0,0,0,0.05263157894736842,-0.13157894736842105,0.18421052631578946,-0.11842105263157894,-0.13157894736842105,0.013157894736842105,-0.11842105263157894,-0.13157894736842105,0.013157894736842105,0.17105263157894735,0.0,0.17105263157894735,0.5,0.5,0.5
Olympique Lyonnais,Olympique Gymnaste Club Nice Côte d'Azur,2482404,2015-03-21,2014,1041,417,2.0,12.0,-1.0,17800000.0,1.780701754385965,40600000.0,22800000.0,0.5770075306472918,-10.0,0.5789473684210527,0.39473684210526316,0.1842105263157895,0.6052631578947368,0.5,0.10526315789473684,0.6052631578947368,0.5,0.10526315789473684,0.07894736842105265,1.0,0.875,0.875,7.421052631578948,12.289473684210526,-4.868421052631578,4.802631578947368,10.5,-5.697368421052632,4.802631578947368,10.5,-5.697368421052632,2.6184210526315796,1.7894736842105257,0.828947368421054,0,0,0,0,0.3157894736842105,-0.3684210526315789,0.6842105263157894,0.4605263157894737,-0.039473684210526314,0.5,0.4605263157894737,-0.039473684210526314,0.5,-0.14473684210526316,-0.3289473684210526,0.18421052631578938,2.5,2.0,2.0
Montpellier Hérault Sport Club,SC Bastia,2482405,2015-04-04,2014,969,595,7.0,14.0,1.0,11100000.0,2.669172932330827,17750000.0,6650000.0,0.9817686612536619,-7.0,0.4473684210526316,0.4605263157894737,-0.01315789473684209,0.46710526315789475,0.45394736842105265,0.01315789473684209,0.46710526315789475,0.45394736842105265,0.01315789473684209,-0.02631578947368418,0.25,0.375,0.375,14.078947368421053,8.210526315789474,5.868421052631579,12.394736842105264,10.355263157894736,2.0394736842105274,12.394736842105264,10.355263157894736,2.0394736842105274,1.6842105263157894,-2.144736842105262,3.8289473684210513,0,0,0,0,-0.21052631578947367,-0.3684210526315789,0.15789473684210525,-0.06578947368421052,-0.39473684210526316,0.32894736842105265,-0.06578947368421052,-0.39473684210526316,0.32894736842105265,-0.14473684210526316,0.026315789473684237,-0.1710526315789474,-1.0,0.0,0.0
Football Club de Nantes,SM Caen,2482406,2015-04-05,2014,995,1162,10.0,12.0,-1.0,7550000.0,1.8435754189944134,16500000.0,8950000.0,0.6117068486197709,-2.0,0.4605263157894737,0.35,0.1105263157894737,0.4605263157894737,0.35,0.1105263157894737,0.4605263157894737,0.35,0.1105263157894737,0.0,0.5,0.5,0.5,11.81578947368421,20.0,-8.18421052631579,11.81578947368421,20.0,-8.18421052631579,11.81578947368421,20.0,-8.18421052631579,0.0,0.0,0.0,0,1,0,1,-0.13157894736842105,0.0,-0.13157894736842105,-0.13157894736842105,0.0,-0.13157894736842105,-0.13157894736842105,0.0,-0.13157894736842105,0.0,0.0,0.0,0.0,0.0,0.0
Olympique Gymnaste Club Nice Côte d'Azur,Thonon Évian Grand Genève FC,2482407,2015-04-04,2014,417,14171,13.0,15.0,0.0,12850000.0,2.6163522012578615,20800000.0,7950000.0,0.9617810580410318,-2.0,0.39473684210526316,0.4342105263157895,-0.03947368421052633,0.5,0.4144736842105263,0.08552631578947367,0.5,0.4144736842105263,0.08552631578947367,-0.125,0.5,0.5,0.5,12.289473684210526,15.631578947368421,-3.3421052631578956,10.5,16.17105263157895,-5.671052631578949,10.5,16.17105263157895,-5.671052631578949,1.7894736842105257,-0.5394736842105274,2.328947368421053,0,0,0,0,-0.3684210526315789,-0.3157894736842105,-0.05263157894736842,-0.039473684210526314,-0.25,0.21052631578947367,-0.039473684210526314,-0.25,0.21052631578947367,-0.3289473684210526,-0.06578947368421051,-0.2631578947368421,0.0,-0.75,-0.75
FC Girondins Bordeaux,Racing Club de Lens,2482408,2015-04-05,2014,40,826,6.0,20.0,1.0,-3050000.0,0.680628272251309,6500000.0,9550000.0,-0.38473897759104736,-14.0,0.5263157894736842,0.35,0.1763157894736842,0.5394736842105263,0.35,0.18947368421052635,0.5394736842105263,0.35,0.18947368421052635,-0.013157894736842146,0.5,0.5,0.5,9.894736842105264,20.0,-10.105263157894736,8.263157894736842,20.0,-11.736842105263158,8.263157894736842,20.0,-11.736842105263158,1.6315789473684212,0.0,1.6315789473684212,0,1,0,1,0.15789473684210525,0.0,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0
EA Guingamp,Olympique Lyonnais,2482409,2015-04-04,2014,855,1041,11.0,2.0,-1.0,-41050000.0,0.21209213051823417,11050000.0,52100000.0,-1.5507345207955594,9.0,0.40789473684210525,0.5789473684210527,-0.1710526315789474,0.40789473684210525,0.6052631578947368,-0.19736842105263158,0.40789473684210525,0.6052631578947368,-0.19736842105263158,0.02631578947368418,0.0,0.0,0.0,13.736842105263158,7.421052631578948,6.31578947368421,13.736842105263158,4.802631578947368,8.93421052631579,13.736842105263158,4.802631578947368,8.93421052631579,0.0,2.6184210526315796,-2.6184210526315796,0,0,0,0,-0.21052631578947367,0.3157894736842105,-0.5263157894736842,-0.21052631578947367,0.4605263157894737,-0.6710526315789473,-0.21052631578947367,0.4605263157894737,-0.6710526315789473,0.0,-0.14473684210526316,0.14473684210526316,-1.5,-1.5,-1.5
Olympique de Marseille,Paris Saint-Germain Football Club,2482410,2015-04-05,2014,244,583,3.0,1.0,-1.0,-6000000.0,0.9032258064516129,56000000.0,62000000.0,-0.10178269430994236,2.0,0.5789473684210527,0.8157894736842105,-0.23684210526315785,0.618421052631579,0.7894736842105263,-0.17105263157894735,0.618421052631579,0.7894736842105263,-0.17105263157894735,-0.06578947368421051,0.0,0.125,0.125,4.7105263157894735,1.9736842105263157,2.7368421052631575,3.5789473684210527,2.1973684210526314,1.3815789473684212,3.5789473684210527,2.1973684210526314,1.3815789473684212,1.1315789473684208,-0.2236842105263157,1.3552631578947363,0,0,0,0,0.34210526315789475,1.605263157894737,-1.2631578947368423,0.25,1.4078947368421053,-1.1578947368421053,0.25,1.4078947368421053,-1.1578947368421053,0.09210526315789475,0.19736842105263164,-0.10526315789473695,-1.5,-1.25,-1.25
Lille Olympique Sporting Club Lille Métropole,Stade de Reims,2482411,2015-04-04,2014,1082,1421,8.0,16.0,1.0,8750000.0,1.5072463768115942,26000000.0,17250000.0,0.4102843945441133,-8.0,0.6710526315789473,0.47368421052631576,0.19736842105263158,0.6381578947368421,0.45394736842105265,0.1842105263157895,0.6381578947368421,0.45394736842105265,0.1842105263157895,0.01315789473684209,0.0,0.375,0.375,3.763157894736842,8.473684210526315,-4.710526315789473,6.0,11.197368421052632,-5.197368421052632,6.0,11.197368421052632,-5.197368421052632,-2.236842105263158,-2.723684210526317,0.4868421052631593,0,0,0,0,0.5263157894736842,-0.21052631578947367,0.7368421052631579,0.5131578947368421,-0.2236842105263158,0.736842105263158,0.5131578947368421,-0.2236842105263158,0.736842105263158,0.013157894736842035,0.013157894736842118,-1.1102230246251565e-16,-1.0,0.25,0.25
Football Club Lorient-Bretagne Sud,Stade Rennais Football Club,2482412,2015-04-04,2014,1158,273,17.0,9.0,-1.0,750000.0,1.0625,12750000.0,12000000.0,0.06062462181643484,8.0,0.47368421052631576,0.4605263157894737,0.01315789473684209,0.4934210526315789,0.4473684210526316,0.046052631578947345,0.4934210526315789,0.4473684210526316,0.046052631578947345,-0.032894736842105254,0.75,0.75,0.75,12.526315789473685,11.657894736842104,0.8684210526315805,9.986842105263158,10.75,-0.7631578947368425,9.986842105263158,10.75,-0.7631578947368425,2.5394736842105274,0.9078947368421044,1.631578947368423,0,0,0,0,-0.13157894736842105,0.05263157894736842,-0.18421052631578946,-0.07894736842105263,-0.11842105263157894,0.039473684210526314,-0.07894736842105263,-0.11842105263157894,0.039473684210526314,-0.05263157894736842,0.17105263157894735,-0.22368421052631576,1.0,0.75,0.75
Association sportive de Monaco Football Club,AS Saint-Étienne,2482413,2015-04-03,2014,162,618,4.0,5.0,0.0,-1250000.0,0.9657534246575342,35250000.0,36500000.0,-0.03484673133016819,-1.0,0.75,0.6447368421052632,0.10526315789473684,0.75,0.631578947368421,0.11842105263157898,0.75,0.631578947368421,0.11842105263157898,-0.013157894736842146,0.5,0.5,0.5,2.026315789473684,4.7894736842105265,-2.7631578947368425,2.026315789473684,5.631578947368421,-3.605263157894737,2.026315789473684,5.631578947368421,-3.605263157894737,0.0,-0.8421052631578947,0.8421052631578947,0,0,0,0,0.8421052631578947,0.5789473684210527,0.26315789473684204,0.8421052631578947,0.6578947368421053,0.18421052631578938,0.8421052631578947,0.6578947368421053,0.18421052631578938,0.0,-0.07894736842105265,0.07894736842105265,-0.5,-0.5,-0.5
Football Club de Metz,Toulouse Football Club,2482414,2015-04-04,2014,347,415,19.0,18.0,1.0,-4650000.0,0.5956521739130435,6850000.0,11500000.0,-0.5180983830950705,1.0,0.35,0.4868421052631579,-0.13684210526315793,0.35,0.4934210526315789,-0.14342105263157895,0.35,0.4934210526315789,-0.14342105263157895,0.006578947368421018,0.5,0.5,0.5,20.0,12.078947368421053,7.921052631578947,20.0,10.631578947368421,9.368421052631579,20.0,10.631578947368421,9.368421052631579,0.0,1.4473684210526319,-1.4473684210526319,1,0,1,0,0.0,-0.18421052631578946,0.18421052631578946,0.0,-0.06578947368421052,0.06578947368421052,0.0,-0.06578947368421052,0.06578947368421052,0.0,-0.11842105263157894,0.11842105263157894,0.0,0.0,0.0
Olympique Lyonnais,SC Bastia,2482415,2015-04-15,2014,1041,595,2.0,14.0,1.0,46750000.0,9.738317757009346,52100000.0,5350000.0,2.276068387851406,-12.0,0.5789473684210527,0.4605263157894737,0.11842105263157898,0.6052631578947368,0.45394736842105265,0.15131578947368418,0.6052631578947368,0.45394736842105265,0.15131578947368418,-0.0328947368421052,1.0,0.75,0.75,7.421052631578948,8.210526315789474,-0.7894736842105265,4.802631578947368,10.355263157894736,-5.552631578947368,4.802631578947368,10.355263157894736,-5.552631578947368,2.6184210526315796,-2.144736842105262,4.763157894736842,0,0,0,0,0.3157894736842105,-0.3684210526315789,0.6842105263157894,0.4605263157894737,-0.39473684210526316,0.8552631578947368,0.4605263157894737,-0.39473684210526316,0.8552631578947368,-0.14473684210526316,0.026315789473684237,-0.17105263157894746,2.5,1.25,1.25
Stade Rennais Football Club,EA Guingamp,2482416,2015-04-12,2014,273,855,9.0,12.0,1.0,2650000.0,1.2834224598930482,12000000.0,9350000.0,0.2495303064874047,-3.0,0.4605263157894737,0.40789473684210525,0.05263157894736842,0.4473684210526316,0.40789473684210525,0.03947368421052633,0.4473684210526316,0.40789473684210525,0.03947368421052633,0.01315789473684209,0.0,0.0,0.0,11.657894736842104,13.736842105263158,-2.078947368421053,10.75,13.736842105263158,-2.9868421052631575,10.75,13.736842105263158,-2.9868421052631575,0.9078947368421044,0.0,0.9078947368421044,0,0,0,0,0.05263157894736842,-0.21052631578947367,0.2631578947368421,-0.11842105263157894,-0.21052631578947367,0.09210526315789473,-0.11842105263157894,-0.21052631578947367,0.09210526315789473,0.17105263157894735,0.0,0.17105263157894735,-2.0,-2.0,-2.0
Thonon Évian Grand Genève FC,Lille Olympique Sporting Club Lille Métropole,2482417,2015-04-12,2014,14171,1082,15.0,8.0,-1.0,-17050000.0,0.318,7950000.0,25000000.0,-1.1457038962019601,7.0,0.4342105263157895,0.6710526315789473,-0.23684210526315785,0.4144736842105263,0.6381578947368421,-0.22368421052631582,0.4144736842105263,0.6381578947368421,-0.22368421052631582,-0.013157894736842035,0.25,0.375,0.375,15.631578947368421,3.763157894736842,11.868421052631579,16.17105263157895,6.0,10.171052631578949,16.17105263157895,6.0,10.171052631578949,-0.5394736842105274,-2.236842105263158,1.69736842105263,0,0,0,0,-0.3157894736842105,0.5263157894736842,-0.8421052631578947,-0.25,0.5131578947368421,-0.7631578947368421,-0.25,0.5131578947368421,-0.7631578947368421,-0.06578947368421051,0.013157894736842035,-0.07894736842105254,-1.5,-1.0,-1.0
Racing Club de Lens,Football Club Lorient-Bretagne Sud,2482418,2015-04-12,2014,826,1158,19.0,16.0,0.0,50000.0,1.0043478260869565,11550000.0,11500000.0,0.004338401598598141,3.0,0.35,0.47368421052631576,-0.12368421052631579,0.35,0.4934210526315789,-0.14342105263157895,0.35,0.4934210526315789,-0.14342105263157895,0.019736842105263164,0.5,0.5,0.5,20.0,12.526315789473685,7.473684210526315,20.0,9.986842105263158,10.013157894736842,20.0,9.986842105263158,10.013157894736842,0.0,2.5394736842105274,-2.5394736842105274,1,0,1,0,0.0,-0.13157894736842105,0.13157894736842105,0.0,-0.07894736842105263,0.07894736842105263,0.0,-0.07894736842105263,0.07894736842105263,0.0,-0.05263157894736842,0.05263157894736842,0.0,0.0,0.0
FC Girondins Bordeaux,Olympique de Marseille,2482419,2015-04-12,2014,40,244,6.0,4.0,1.0,-39000000.0,0.22772277227722773,11500000.0,50500000.0,-1.4796263009121098,2.0,0.5263157894736842,0.5789473684210527,-0.052631578947368474,0.5394736842105263,0.618421052631579,-0.07894736842105265,0.5394736842105263,0.618421052631579,-0.07894736842105265,0.02631578947368418,0.5,0.5,0.5,9.894736842105264,4.7105263157894735,5.18421052631579,8.263157894736842,3.5789473684210527,4.684210526315789,8.263157894736842,3.5789473684210527,4.684210526315789,1.6315789473684212,1.1315789473684208,0.5000000000000009,0,0,0,0,0.15789473684210525,0.34210526315789475,-0.1842105263157895,0.15789473684210525,0.25,-0.09210526315789475,0.15789473684210525,0.25,-0.09210526315789475,0.0,0.09210526315789475,-0.09210526315789475,0.0,0.0,0.0
Paris Saint-Germain Football Club,Football Club de Metz,2482420,2015-04-28,2014,583,347,1.0,20.0,1.0,43400000.0,6.3580246913580245,51500000.0,8100000.0,1.8497177459912975,-19.0,0.8157894736842105,0.35,0.46578947368421053,0.7894736842105263,0.35,0.43947368421052635,0.7894736842105263,0.35,0.43947368421052635,0.02631578947368418,0.5,0.5,0.5,1.9736842105263157,20.0,-18.026315789473685,2.1973684210526314,20.0,-17.80263157894737,2.1973684210526314,20.0,-17.80263157894737,-0.2236842105263157,0.0,-0.22368421052631504,0,1,0,1,1.605263157894737,0.0,1.605263157894737,1.4078947368421053,0.0,1.4078947368421053,1.4078947368421053,0.0,1.4078947368421053,0.19736842105263164,0.0,0.19736842105263164,0.0,0.0,0.0
SM Caen,Association sportive de Monaco Football Club,2482421,2015-04-10,2014,1162,162,13.0,3.0,-1.0,-19000000.0,0.3090909090909091,8500000.0,27500000.0,-1.1741198411762548,10.0,0.35,0.75,-0.4,0.35,0.75,-0.4,0.35,0.75,-0.4,0.0,0.5,0.5,0.5,20.0,2.026315789473684,17.973684210526315,20.0,2.026315789473684,17.973684210526315,20.0,2.026315789473684,17.973684210526315,0.0,0.0,0.0,1,0,1,0,0.0,0.8421052631578947,-0.8421052631578947,0.0,0.8421052631578947,-0.8421052631578947,0.0,0.8421052631578947,-0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.0
Toulouse Football Club,Montpellier Hérault Sport Club,2482422,2015-04-12,2014,415,969,18.0,7.0,1.0,-4500000.0,0.7631578947368421,14500000.0,19000000.0,-0.2702903297399117,11.0,0.4868421052631579,0.4473684210526316,0.03947368421052633,0.4934210526315789,0.46710526315789475,0.02631578947368418,0.4934210526315789,0.46710526315789475,0.02631578947368418,0.013157894736842146,0.25,0.5,0.5,12.078947368421053,14.078947368421053,-2.0,10.631578947368421,12.394736842105264,-1.7631578947368425,10.631578947368421,12.394736842105264,-1.7631578947368425,1.4473684210526319,1.6842105263157894,-0.23684210526315752,0,0,0,0,-0.18421052631578946,-0.21052631578947367,0.02631578947368421,-0.06578947368421052,-0.06578947368421052,0.0,-0.06578947368421052,-0.06578947368421052,0.0,-0.11842105263157894,-0.14473684210526316,0.02631578947368421,-0.5,0.25,0.25
AS Saint-Étienne,Football Club de Nantes,2482423,2015-04-12,2014,618,995,5.0,11.0,1.0,21000000.0,2.076923076923077,40500000.0,19500000.0,0.7308875085427924,-6.0,0.6447368421052632,0.4605263157894737,0.1842105263157895,0.631578947368421,0.4605263157894737,0.17105263157894735,0.631578947368421,0.4605263157894737,0.17105263157894735,0.013157894736842146,1.0,1.0,1.0,4.7894736842105265,11.81578947368421,-7.026315789473684,5.631578947368421,11.81578947368421,-6.184210526315789,5.631578947368421,11.81578947368421,-6.184210526315789,-0.8421052631578947,0.0,-0.8421052631578947,0,0,0,0,0.5789473684210527,-0.13157894736842105,0.7105263157894737,0.6578947368421053,-0.13157894736842105,0.7894736842105263,0.6578947368421053,-0.13157894736842105,0.7894736842105263,-0.07894736842105265,0.0,-0.07894736842105265,2.0,2.0,2.0
Stade de Reims,Olympique Gymnaste Club Nice Côte d'Azur,2482424,2015-04-12,2014,1421,417,17.0,10.0,-1.0,-5250000.0,0.7348484848484849,14550000.0,19800000.0,-0.30809094408298804,7.0,0.47368421052631576,0.39473684210526316,0.0789473684210526,0.45394736842105265,0.5,-0.046052631578947345,0.45394736842105265,0.5,-0.046052631578947345,0.12499999999999994,0.5,0.5,0.5,8.473684210526315,12.289473684210526,-3.8157894736842106,11.197368421052632,10.5,0.6973684210526319,11.197368421052632,10.5,0.6973684210526319,-2.723684210526317,1.7894736842105257,-4.5131578947368425,0,0,0,0,-0.21052631578947367,-0.3684210526315789,0.15789473684210525,-0.2236842105263158,-0.039473684210526314,-0.1842105263157895,-0.2236842105263158,-0.039473684210526314,-0.1842105263157895,0.013157894736842118,-0.3289473684210526,0.34210526315789475,0.0,0.0,0.0
