iter	MultiClass	F1:class=0	F1:class=1	F1:class=2
48	0.9931606118	0.4834437086	0	0.6479625919
49	0.9926337137	0.4834437086	0	0.6479625919
50	0.9920202147	0.4841269841	0	0.6490641711
51	0.9916440918	0.4837640822	0	0.6484140234
52	0.9910798973	0.485128883	0	0.6486125042
53	0.9906786994	0.4848084544	0	0.6481605351
54	0.9900683883	0.4828496042	0	0.6479250335
55	0.9896521113	0.4848484848	0	0.6483590087
56	0.989063876	0.4831683168	0	0.6477082636
57	0.9885938829	0.4841269841	0	0.6470588235
58	0.9880954296	0.4854497354	0	0.6483957219
59	0.9878111024	0.4854497354	0	0.6490641711
60	0.9871590683	0.4857710126	0	0.6488473104
61	0.9867617399	0.4913907285	0.002971768202	0.650851988
62	0.9862612627	0.4913907285	0.002971768202	0.6495155363
63	0.9858407339	0.4874172185	0.002971768202	0.6495155363
64	0.9854312273	0.4887417219	0.002971768202	0.6495155363
65	0.9850476393	0.4890656064	0.002971768202	0.6492985972
66	0.9846701024	0.4887417219	0.002971768202	0.6488473104
67	0.9844541714	0.4890365449	0.002971768202	0.6490993996
68	0.9841848757	0.4877076412	0.002971768202	0.6484322882
69	0.9837970617	0.4860557769	0.002971768202	0.6486486486
70	0.9834582349	0.4877402253	0.002971768202	0.6492985972
71	0.9832687782	0.4870603849	0.005934718101	0.649081803
72	0.9827179075	0.488418266	0.005934718101	0.6499498495
73	0.9824095927	0.4870946393	0.005934718101	0.6492811769
74	0.9819720296	0.4901185771	0.005934718101	0.6501340483
75	0.9816288656	0.4904416612	0.005934718101	0.6499162479
76	0.9809788195	0.4901185771	0.005934718101	0.6508042895
77	0.9806250949	0.4927536232	0.008888888889	0.6510224606
78	0.9801804319	0.4927536232	0.008888888889	0.6510224606
79	0.9799175497	0.4921052632	0.005934718101	0.6498993964
80	0.9796981639	0.4914586071	0.005934718101	0.6503355705
81	0.9795575607	0.4917817226	0.005934718101	0.6507883261
82	0.9793097054	0.4917817226	0.005934718101	0.6507883261
83	0.9786527101	0.4924491136	0.005934718101	0.6512252434
84	0.9779623685	0.4960732984	0.005934718101	0.6523201076
85	0.9776693466	0.4954248366	0.005934718101	0.6520861373
86	0.9772699398	0.4947643979	0.008875739645	0.6534320323
87	0.976919334	0.4934554974	0.008875739645	0.6527590848
88	0.9765727003	0.4947643979	0.008875739645	0.6527590848
89	0.9761404254	0.4931147541	0.008875739645	0.6527731092
90	0.9757796665	0.4960732984	0.011816839	0.653651969
91	0.9755068285	0.4960732984	0.011816839	0.653651969
92	0.9752317543	0.4957488555	0.011816839	0.6538720539
93	0.9749171691	0.4960835509	0.011816839	0.6531850354
94	0.9746965534	0.4941176471	0.011816839	0.6534186595
95	0.9743537461	0.4937949053	0.011816839	0.653638814
96	0.9742062232	0.4947780679	0.011816839	0.653859117
97	0.9739149209	0.494440811	0.01179941003	0.6534186595
98	0.9734123798	0.4941176471	0.011816839	0.654092287
99	0.9729867775	0.4941176471	0.011816839	0.654092287
100	0.9726559142	0.4947643979	0.011816839	0.654325143
101	0.9723897404	0.4950884086	0.011816839	0.6541049798
102	0.9718804265	0.4967320261	0.01474926254	0.6549865229
103	0.9711843621	0.4957488555	0.0147275405	0.6543126685
104	0.9709710734	0.4954248366	0.0147275405	0.653859117
105	0.9706448566	0.4947643979	0.0147275405	0.6534186595
106	0.9699584786	0.4928104575	0.0147275405	0.6531850354
107	0.9695467831	0.495412844	0.01764705882	0.6538720539
108	0.969255577	0.4963981663	0.01762114537	0.6543126685
109	0.9691064247	0.4963981663	0.01762114537	0.6543126685
110	0.9686162384	0.4960732984	0.02052785924	0.6540795684
111	0.9682296404	0.4973890339	0.01470588235	0.6538461538
112	0.9678611077	0.4960732984	0.01470588235	0.6543126685
113	0.9672952039	0.495412844	0.02342606149	0.6552072801
114	0.9669089056	0.495412844	0.02346041056	0.6556603774
115	0.9665312052	0.4963981663	0.02346041056	0.6558813616
116	0.9661816528	0.4963981663	0.02346041056	0.6558813616
117	0.9658609934	0.4970568999	0.02346041056	0.6556492411
118	0.9653601207	0.4983692107	0.02055800294	0.6563133018
119	0.9650180705	0.4983649444	0.02055800294	0.6567768038
120	0.9646721692	0.4993464052	0.02055800294	0.6556492411
121	0.9642549928	0.4993481095	0.02055800294	0.6565349544
122	0.9638560189	0.4996738421	0.02055800294	0.6569885213
123	0.9634536631	0.4986910995	0.02055800294	0.6558813616
124	0.9629766713	0.4996729889	0.01764705882	0.6565554432
125	0.9626867682	0.4996729889	0.01764705882	0.6565554432
126	0.9622583794	0.4986910995	0.01764705882	0.6570080863
127	0.9618652109	0.4986910995	0.01764705882	0.6570080863
128	0.9617136591	0.4983649444	0.01764705882	0.6572295248
129	0.9612643701	0.5	0.02055800294	0.659925851
130	0.9610676035	0.5003265839	0.02346041056	0.6594667567
131	0.960774963	0.5003274394	0.01764705882	0.6588076794
132	0.960286665	0.5003274394	0.02346041056	0.659925851
133	0.9599541403	0.5009810334	0.02635431918	0.6585695007
134	0.9595468303	0.5003274394	0.02635431918	0.6594740391
135	0.9591304256	0.4993464052	0.02635431918	0.6594667567
136	0.9589140944	0.4983649444	0.02635431918	0.6592442645
137	0.9584346708	0.499344692	0.02631578947	0.6601483479
138	0.9582625873	0.5003274394	0.02923976608	0.6596964587
139	0.957984365	0.5036065574	0.02923976608	0.6605999326
140	0.9574073922	0.50558109	0.03779069767	0.66306914
141	0.9570581563	0.5065445026	0.03779069767	0.6621621622
142	0.9567538945	0.5098039216	0.03493449782	0.6630618452
143	0.9566274391	0.5078328982	0.03779069767	0.6623815968
144	0.956201636	0.5078328982	0.03779069767	0.6623815968
145	0.9558011406	0.5088062622	0.03779069767	0.661928934
146	0.9554328576	0.5107491857	0.03493449782	0.6621530129
147	0.955069558	0.5104166667	0.03779069767	0.662601626
148	0.9546257101	0.5111111111	0.03773584906	0.6641866757
149	0.9542740707	0.5107772698	0.04063860668	0.6644113667
150	0.954025762	0.5114155251	0.04063860668	0.6648612051
151	0.9537170566	0.5136540962	0.04063860668	0.6632756867
152	0.9531986058	0.5126870527	0.04630969609	0.6628222524
153	0.9530257285	0.5136540962	0.04630969609	0.6637258229
154	0.9529367386	0.5136540962	0.04630969609	0.6637258229
155	0.9525119302	0.5130208333	0.04624277457	0.6641791045
156	0.9519618964	0.5133203379	0.04624277457	0.6641765705
157	0.9514104555	0.5143229167	0.04624277457	0.6655359566
158	0.9511857636	0.5146579805	0.04624277457	0.6659884707
159	0.9506690051	0.514024788	0.04624277457	0.6662148424
160	0.9503362592	0.5153294194	0.04624277457	0.6668925788
161	0.9502588402	0.5153294194	0.04617604618	0.666440678
162	0.9497647411	0.5156657963	0.04617604618	0.6662148424
163	0.9494196181	0.5182767624	0.05459770115	0.6675712347
164	0.9490801326	0.5189542484	0.05179856115	0.6682480515
165	0.9486945895	0.5195822454	0.05179856115	0.6680230587
166	0.9484141652	0.5195822454	0.04899135447	0.6677966102
167	0.9480268011	0.5173089484	0.05451936872	0.6668928087
168	0.9474971683	0.5147347741	0.06008583691	0.6671186441
169	0.9471982389	0.5186152841	0.06008583691	0.6687033265
170	0.9467243395	0.5212279556	0.06562054208	0.6691576087
171	0.9463108157	0.5208877285	0.06562054208	0.6687054027
172	0.9459450133	0.5208877285	0.06562054208	0.6687054027
173	0.9455403491	0.5225342913	0.06562054208	0.6705163043
174	0.9451839352	0.5232177894	0.06562054208	0.6707399864
175	0.9446160316	0.5254237288	0.06837606838	0.6707482993
176	0.9441887942	0.525766471	0.06837606838	0.671200272
177	0.943720944	0.5254237288	0.06837606838	0.6707482993
178	0.9433404757	0.5251469628	0.06837606838	0.6714237173
179	0.9428999292	0.5261096606	0.06562054208	0.6714237173
180	0.9427799871	0.5261096606	0.06562054208	0.6714237173
181	0.9423812067	0.5254237288	0.06562054208	0.671200272
182	0.9418586193	0.525766471	0.07112375533	0.6714285714
183	0.9413136261	0.5251469628	0.07386363636	0.6718803128
184	0.9408273059	0.5225342913	0.07386363636	0.6705202312
185	0.9403945378	0.5255570118	0.07659574468	0.6730050934
186	0.9398766075	0.5255570118	0.07659574468	0.6723259762
187	0.9393558121	0.5281782438	0.07943262411	0.6736842105
188	0.939132524	0.5287958115	0.07943262411	0.6727828746
189	0.938913901	0.5291421087	0.07954545455	0.6730050934
190	0.9384829689	0.5306388527	0.07954545455	0.6732471069
191	0.9378351982	0.52906597	0.0821529745	0.6743790405
192	0.9376279894	0.5287958115	0.07943262411	0.6741420319
193	0.9371364172	0.5291421087	0.08486562942	0.6743711761
194	0.936715132	0.5291421087	0.07943262411	0.6745923913
195	0.9362934209	0.5297580118	0.07943262411	0.6750509857
196	0.9360716921	0.5307189542	0.07943262411	0.6752805168
197	0.9354718826	0.5294117647	0.0821529745	0.6755102041
198	0.9352637253	0.5303723057	0.08486562942	0.6759700477
199	0.9348139344	0.5313315927	0.08757062147	0.6757493188
200	0.934308015	0.5313315927	0.08757062147	0.6750681199
201	0.9338066364	0.5304518664	0.08757062147	0.6759605576
202	0.9334646064	0.530183727	0.08757062147	0.6773097826
203	0.9331337122	0.530183727	0.08757062147	0.6773097826
204	0.9328400157	0.530531845	0.09026798307	0.6779891304
205	0.9324665207	0.531496063	0.08486562942	0.6777589134
206	0.931874184	0.532808399	0.09295774648	0.678450034
207	0.9315654655	0.5324590164	0.09295774648	0.6786807208
208	0.9312286302	0.5320261438	0.09026798307	0.6768811713
209	0.9309086512	0.5340314136	0.09295774648	0.6780122532
210	0.9304169968	0.5343811395	0.09295774648	0.6784620619
211	0.9298961901	0.5349901897	0.08757062147	0.6784620619
212	0.929473685	0.5355976486	0.08757062147	0.6782431052
213	0.9291772266	0.5336821452	0.08757062147	0.6777815584
214	0.9287557142	0.5359477124	0.09026798307	0.6782431052
215	0.9285231703	0.5349901897	0.09026798307	0.6780122532
216	0.928050131	0.5336821452	0.09563994374	0.6777929155
217	0.9276681504	0.5354330709	0.1036414566	0.6793737236
218	0.9272762812	0.534471438	0.1089385475	0.6796050392
219	0.9268304191	0.5357846356	0.1142061281	0.6800681431
220	0.9264557085	0.5363934426	0.106442577	0.6796050392
221	0.9260084838	0.5350819672	0.1117318436	0.6793867121
222	0.9255170602	0.5348226018	0.1143654114	0.6796050392
223	0.9250953653	0.5367454068	0.1090909091	0.6796050392
224	0.9247535369	0.5364891519	0.1117318436	0.6791425655
225	0.9243697126	0.5364891519	0.1090909091	0.6795918367
226	0.9238940568	0.5395778364	0.1112656467	0.6793607616
227	0.9234877491	0.5375494071	0.1112656467	0.6784620619
228	0.9230176147	0.5398288348	0.1138888889	0.6789240722
229	0.9226894211	0.5394736842	0.1165048544	0.6793867121
230	0.9220662908	0.5400788436	0.1220527046	0.679849983
231	0.9217886027	0.540433925	0.1272475795	0.6807639836
232	0.9215791673	0.5400788436	0.1246537396	0.6807639836
233	0.9211954212	0.5393700787	0.1220527046	0.681678608
234	0.920699223	0.5397242285	0.1300138313	0.6812286689
235	0.9204846092	0.5393700787	0.1274238227	0.6812286689
236	0.920185844	0.5400788436	0.1300138313	0.680996247
237	0.9197209821	0.5400788436	0.1325966851	0.6812286689
238	0.9194209257	0.5403278689	0.1324137931	0.6807928913
239	0.9191557986	0.540929928	0.1324137931	0.6805745554
240	0.9189787074	0.540929928	0.1298342541	0.6803418803
241	0.9188448753	0.540929928	0.1324137931	0.6805745554
242	0.9185797049	0.5405759162	0.1246537396	0.6801093643
243	0.9180857072	0.5423506238	0.1324137931	0.681010929
244	0.917676823	0.544021025	0.1401098901	0.6821599453
245	0.9174948072	0.544977019	0.1452054795	0.6828600753
246	0.916951371	0.5436638214	0.1477428181	0.6830937714
247	0.9165598306	0.5466491459	0.1527967258	0.6840123245
248	0.9162203848	0.5472440945	0.1500682128	0.6844809866
249	0.9159163352	0.5479632063	0.1551020408	0.6851661528
250	0.9155745986	0.5467720685	0.1525885559	0.683994528
251	0.9151883666	0.5495376486	0.1648648649	0.6830937714
252	0.9149270442	0.5495376486	0.1722745626	0.6844809866
253	0.9145917673	0.5495376486	0.1796246649	0.6838134431
254	0.9141609822	0.5524060646	0.1747311828	0.6847341338
255	0.9137553887	0.5505913272	0.1722745626	0.6836138784
256	0.9135098566	0.5494071146	0.1820615797	0.6843009275
257	0.9130772008	0.5507246377	0.1842456609	0.6847713991
258	0.9127409302	0.5520421607	0.189081225	0.6852425181
259	0.9124612413	0.5488126649	0.189081225	0.6847713991
260	0.9119766823	0.5484508899	0.1818181818	0.6843009275
261	0.9117606692	0.5471324984	0.1844919786	0.6836138784
262	0.9114493679	0.5480895916	0.1869158879	0.6847713991
263	0.911097537	0.5496383958	0.1869158879	0.6847900895
264	0.9104204912	0.5503620803	0.1917443409	0.6854783207
265	0.9100596866	0.5514511873	0.198938992	0.686166552
266	0.9097617908	0.5524060646	0.1965471448	0.686166552
267	0.9090600313	0.5543120474	0.198938992	0.6868756459
268	0.9087625005	0.5529953917	0.1965471448	0.6866391185
269	0.9083697611	0.5526315789	0.2010582011	0.6862068966
270	0.9080123112	0.5526315789	0.2034346103	0.6864436012
271	0.9077032177	0.5533596838	0.2010582011	0.6871123363
272	0.9073482362	0.5529953917	0.1986754967	0.6871123363
273	0.9071453868	0.5526315789	0.2010582011	0.6875862069
274	0.9068801041	0.5533596838	0.2058047493	0.6882758621
275	0.9066490308	0.5537244562	0.2060766182	0.6891798759
276	0.9063594131	0.5518151815	0.2084432718	0.6882535308
277	0.9059386512	0.5559947299	0.2155059133	0.6896789783
278	0.9055496992	0.5550428477	0.2131578947	0.6898930666
279	0.905225851	0.5582620145	0.2058047493	0.6898930666
280	0.9048598375	0.5584158416	0.2078947368	0.6901068597
281	0.9045143976	0.5589980224	0.2055335968	0.6903448276
282	0.9040257693	0.5584158416	0.2031662269	0.6896314158
283	0.9036760686	0.5584158416	0.2055335968	0.6898690558
284	0.9033964744	0.5584158416	0.2102496715	0.6903448276
285	0.9030337619	0.5584158416	0.2055335968	0.6898690558
286	0.9026634247	0.5584158416	0.2031662269	0.6896314158
287	0.9021602092	0.5610561056	0.2058047493	0.6910093007
288	0.9016719114	0.5604758757	0.2058047493	0.691222031
289	0.9014120459	0.5595238095	0.208168643	0.6905335628
290	0.9011656453	0.5602649007	0.2058047493	0.6905089409
291	0.9006644536	0.5597359736	0.2222222222	0.692679558
292	0.9003112195	0.5610561056	0.2222222222	0.692679558
293	0.8997496825	0.5610561056	0.2245430809	0.6929188256
294	0.8994556298	0.562005277	0.2291666667	0.693637621
295	0.8992484453	0.562005277	0.2294654498	0.6940891808
296	0.8988512701	0.562005277	0.2360570687	0.6950501904
297	0.8981115536	0.5623762376	0.2317708333	0.6961631524
298	0.8976616862	0.5623762376	0.2317708333	0.6961631524
299	0.8973235476	0.5623762376	0.2317708333	0.6961631524
300	0.8969816857	0.5652173913	0.2294654498	0.6966447596
301	0.896535137	0.5636963696	0.2317708333	0.6961631524
302	0.8961008392	0.5646437995	0.2340702211	0.6973365617
303	0.8956451599	0.564845293	0.2317708333	0.6978193146
304	0.8953801948	0.5657894737	0.2317708333	0.6980609418
305	0.8950488952	0.5652173913	0.2340702211	0.6978193146
306	0.8947400811	0.5655899802	0.2317708333	0.6973365617
307	0.8944437944	0.5646437995	0.2294654498	0.6968544763
308	0.8941034587	0.5636963696	0.2268578879	0.6966136835
309	0.8938302834	0.5659630607	0.2314694408	0.6973365617
310	0.8935255369	0.5655899802	0.2291666667	0.6973365617
311	0.8933710943	0.5655899802	0.2291666667	0.6973365617
312	0.8931690765	0.5669083718	0.2291666667	0.6973365617
313	0.8928488508	0.5659630607	0.2291666667	0.6970954357
314	0.8924640912	0.5680317041	0.2448453608	0.6978516979
315	0.8920545375	0.5670852611	0.2471042471	0.6978516979
316	0.8914973845	0.5667107001	0.2471042471	0.6980935875
317	0.8913712484	0.5667107001	0.2471042471	0.6980935875
318	0.8912112687	0.5667107001	0.2471042471	0.6980935875
319	0.8906697944	0.5678524374	0.2557544757	0.6988873435
320	0.8904072024	0.5672823219	0.2535211268	0.698159083
321	0.8900020283	0.5672823219	0.2557544757	0.6984016678
322	0.8898185631	0.5686015831	0.2557544757	0.6990965949
323	0.889348612	0.5686015831	0.2579821201	0.6993395899
324	0.8890224341	0.5686015831	0.2579821201	0.6993395899
325	0.8884159279	0.5669083718	0.2557544757	0.6993395899
326	0.8882455578	0.5669083718	0.2557544757	0.6993395899
327	0.8880458119	0.5669083718	0.2557544757	0.6993395899
328	0.8879138627	0.5669083718	0.2557544757	0.6993395899
329	0.8875302538	0.5697368421	0.2576530612	0.7005571031
330	0.8871553131	0.5691699605	0.262086514	0.7012534819
331	0.8866147784	0.5678524374	0.2573248408	0.7010093978
332	0.8862872893	0.5701119157	0.2595419847	0.701497736
333	0.8858783772	0.5725593668	0.2617534943	0.7030978072
334	0.8856657839	0.572181938	0.2595419847	0.7030978072
335	0.8854195351	0.572181938	0.2595419847	0.7030978072
336	0.8851612442	0.5718050066	0.2639593909	0.7031358885
337	0.8849265755	0.5725593668	0.2661596958	0.7028909788
338	0.8847708574	0.5718050066	0.2639593909	0.7031358885
339	0.8845115832	0.5731225296	0.2661596958	0.703380969
340	0.8842923716	0.5744400527	0.2661596958	0.703380969
341	0.8839377139	0.5748187212	0.2680151707	0.7036262204
342	0.8836665951	0.5748187212	0.2702020202	0.7038716428
343	0.8834300801	0.5748187212	0.2702020202	0.7038716428
344	0.8830326324	0.5748187212	0.2702020202	0.7038716428
345	0.8828209379	0.5744400527	0.2658227848	0.7036262204
346	0.8825330946	0.5744400527	0.2702020202	0.7041172366
347	0.8822752879	0.5740618828	0.2680151707	0.7041172366
348	0.8820109198	0.5740618828	0.2702020202	0.7043630017
349	0.8817610814	0.5748187212	0.274559194	0.705061082
350	0.8815427372	0.573878628	0.2767295597	0.705061082
351	0.881161403	0.5748187212	0.2767295597	0.7053072626
352	0.8806248705	0.5776315789	0.274559194	0.7058001398
353	0.8802448396	0.5748187212	0.2767295597	0.7053072626
354	0.8800066739	0.5776315789	0.2770780856	0.7051013277
355	0.8796509356	0.5753785385	0.2774274905	0.7046089385
356	0.879375198	0.5761371127	0.2730720607	0.7043235704
357	0.8786974093	0.5789473684	0.2781289507	0.705061082
358	0.8781058332	0.5776315789	0.2756005057	0.7043630017
359	0.8777852099	0.5802631579	0.2759493671	0.7048150733
360	0.8774174692	0.581027668	0.2806573957	0.7045692361
361	0.8770926228	0.5832784727	0.2777777778	0.7071553229
362	0.8766388238	0.5836627141	0.2803030303	0.7076064201
363	0.8762783102	0.5872284398	0.2846347607	0.7083478868
364	0.8760257675	0.5873850197	0.2846347607	0.7076923077
365	0.8756357256	0.5859117841	0.290726817	0.7086393844
366	0.8754112001	0.5855263158	0.2842767296	0.7081440056
367	0.8750111582	0.5849802372	0.2864321608	0.7085953878
368	0.8746765299	0.5873015873	0.2885821832	0.7101499826
369	0.8742241049	0.5895571712	0.2885821832	0.7103977669
370	0.8739636522	0.5890138981	0.2882205514	0.7101499826
371	0.873647818	0.5886243386	0.2882205514	0.7103977669
372	0.8733793029	0.5867549669	0.2882205514	0.709902371
373	0.8729834767	0.5880794702	0.29	0.7103977669
374	0.8727207073	0.5858184228	0.2878598248	0.709902371
375	0.8722980923	0.5871438038	0.2925	0.7101499826
376	0.8720970843	0.5880794702	0.2925	0.7103977669
377	0.8716302182	0.5875331565	0.2921348315	0.7115451692
378	0.8712985967	0.5867549669	0.29	0.7103977669
379	0.8707137084	0.5876902713	0.2942643392	0.7111421586
380	0.8702671409	0.5862068966	0.2896379526	0.7108475759
381	0.8698719765	0.5879230259	0.2938978829	0.7110956036
382	0.869587677	0.5879230259	0.2938978829	0.7110956036
383	0.8694169899	0.588313413	0.2938978829	0.7115451692
384	0.8691631726	0.5892501659	0.2938978829	0.7117934403
385	0.8688822067	0.5887043189	0.2960199005	0.7122427625
386	0.8684844219	0.5900332226	0.3027295285	0.7120418848
387	0.8679735403	0.5909694555	0.3069306931	0.713487072
388	0.8677744026	0.5929380413	0.315270936	0.7146349983
389	0.8672892112	0.5904255319	0.3131935882	0.7130373995
390	0.8670275403	0.5894876913	0.3131935882	0.71278826
391	0.8667449532	0.5898801598	0.315270936	0.713487072
392	0.8662882118	0.5902731512	0.3173431734	0.713487072
393	0.8661787493	0.5906666667	0.3190184049	0.7137364558
394	0.8659861047	0.5893333333	0.3190184049	0.7137364558
395	0.8656113532	0.592	0.3214723926	0.7151345683
396	0.8653111827	0.5910607071	0.3218673219	0.7146349983
397	0.8651213672	0.5929380413	0.3231334149	0.7151854444
398	0.8647752819	0.5948103792	0.3251833741	0.7159369527
399	0.8644617479	0.5929380413	0.3255813953	0.7144856543
400	0.8641268885	0.5929380413	0.3235294118	0.7149352921
401	0.8638386678	0.5950633756	0.3251833741	0.7163343827
402	0.8636360153	0.5946666667	0.3235294118	0.7167832168
403	0.8632745186	0.5946666667	0.3288672351	0.7180385289
404	0.8629660645	0.5952063915	0.3264311815	0.7171398528
405	0.8627518301	0.5969353764	0.3272283272	0.7177871148
406	0.862576786	0.5977318212	0.3296703297	0.7186843947
407	0.8621123302	0.6009327115	0.3317073171	0.7194395797
408	0.8616796357	0.6005326232	0.3317073171	0.7196916608
409	0.861295366	0.5985303941	0.3309002433	0.7196359818
410	0.860819567	0.6004002668	0.3272283272	0.7193841847
411	0.8602601225	0.6008010681	0.3313032887	0.7189359468
412	0.8599638232	0.6030687125	0.3333333333	0.7201401051
413	0.8597270548	0.6029411765	0.3353584447	0.7203360168
414	0.8594061081	0.6010709505	0.3353584447	0.7198321091
415	0.8590480347	0.6010709505	0.3353584447	0.7198321091
416	0.8586020094	0.602006689	0.3353584447	0.7200839748
417	0.8584088287	0.602006689	0.3361753959	0.7195804196
418	0.8581172933	0.606141522	0.3393939394	0.7213459516
419	0.8576629572	0.6057371581	0.340218712	0.7210932025
420	0.8574790192	0.6038744155	0.3418181818	0.7210932025
421	0.857085329	0.603195739	0.345828295	0.7228661749
422	0.8568174417	0.6027944112	0.3438256659	0.7228661749
423	0.8566468511	0.6035976016	0.3438256659	0.7223587224
424	0.856371552	0.6037234043	0.3482466747	0.7233743409
425	0.8560684134	0.6055776892	0.3482466747	0.7238832219
426	0.8554732325	0.6059800664	0.3522316043	0.724137931
427	0.8553556656	0.6071904128	0.3502415459	0.7231201687
428	0.8549788152	0.6085219707	0.3577430972	0.7243928194
429	0.854578539	0.6075949367	0.3597122302	0.7243928194
430	0.8539592847	0.6075949367	0.3597122302	0.7243928194
431	0.8537224674	0.6085219707	0.3597122302	0.7246478873
432	0.8534652216	0.6094477711	0.3616766467	0.7251585624
433	0.8532127049	0.6089273817	0.3597122302	0.7250967969
434	0.8528148589	0.6098535286	0.3621103118	0.7246478873
435	0.8525493763	0.6093333333	0.3640718563	0.7250967969
436	0.8520445524	0.6074766355	0.3651551313	0.7246478873
437	0.8517919368	0.6078824315	0.3651551313	0.7243928194
438	0.8514014876	0.6097398266	0.3597122302	0.7245867042
439	0.851052722	0.6105544422	0.3636363636	0.7245867042
440	0.8507289413	0.6115922718	0.3621103118	0.7250967969
441	0.8504252489	0.6115922718	0.3621103118	0.7250967969
442	0.8500687736	0.6106666667	0.3616766467	0.7250967969
443	0.8496255764	0.6124082722	0.3616766467	0.7255453906
444	0.8493347231	0.6133333333	0.3636363636	0.726056338
445	0.8490810227	0.6124082722	0.3632019116	0.7253521127
446	0.8488392226	0.6106666667	0.3608124253	0.7256076083
447	0.8484870738	0.6106666667	0.3642857143	0.7263751763
448	0.8482731021	0.6097398266	0.3662306778	0.7263751763
449	0.8479641899	0.6118904476	0.3668639053	0.7261820748
450	0.8476453101	0.6113712375	0.3668639053	0.7256699577
451	0.8471811475	0.6100334448	0.3735224586	0.7266313933
452	0.8468309698	0.6128170895	0.3720379147	0.7268877911
453	0.8466605908	0.6146666667	0.373964497	0.7276580714
454	0.8464585926	0.6151797603	0.3724792408	0.7283645355
455	0.8459978655	0.6146666667	0.3715976331	0.7283645355
456	0.8458415285	0.6170212766	0.3696682464	0.7284299859
457	0.8455822174	0.6188579017	0.37485172	0.7293951185
458	0.8453561819	0.6197743862	0.3705463183	0.7293951185
459	0.8450920693	0.6206896552	0.3709869203	0.7293951185
460	0.8447612942	0.621192053	0.3729216152	0.7301699717
461	0.8444207256	0.6211015262	0.3767772512	0.730619469
462	0.8441905614	0.6211015262	0.3786982249	0.730878187
463	0.8439069043	0.6211015262	0.3786982249	0.7315864023
464	0.8437056032	0.6220159151	0.3786982249	0.7318455544
465	0.8434232171	0.6206896552	0.3791469194	0.7301699717
466	0.843095743	0.6233421751	0.3791469194	0.7315864023
467	0.842789968	0.624668435	0.3795966785	0.7320353982
468	0.8426028362	0.623255814	0.3791469194	0.7322249735
469	0.8423459733	0.6241699867	0.3791469194	0.7324840764
470	0.8418446797	0.6242544732	0.3763313609	0.7321048901
471	0.8415300881	0.6256613757	0.3791469194	0.7326241135
472	0.8413041302	0.626984127	0.3791469194	0.7326241135
473	0.8411923393	0.6278916061	0.3767772512	0.7328840014
474	0.8407081365	0.6278916061	0.3772241993	0.7326241135
475	0.8404233229	0.6260754467	0.3786982249	0.7326241135
476	0.8402600889	0.6256613757	0.3767772512	0.7326241135
477	0.8399944082	0.6273990735	0.3825265643	0.733853797
478	0.8396362694	0.6291390728	0.3854289072	0.7360568384
479	0.8391554083	0.625994695	0.386869871	0.7346358792
480	0.8389798244	0.6255798542	0.3849765258	0.7346358792
481	0.8386553161	0.6264900662	0.3854289072	0.7346358792
